"","County","TotPop","State","GeoName","WhitePct","BachelorsPct","Dose1Pct","CarPct","IncomePerCap","AirportEnplanements","TripsOver100PerCap","TripsOver250PerCap"
"763","Adams",35777,"IN","Adams, IN",97.8142381977248,15.5,24.5,89.3918756509895,40584,NA,1.42549682757079,0.179808256701233
"764","Allen",379299,"IN","Allen, IN",79.6205631968447,28.5,33.7,94.154344604143,47602,353876,1.26074416225722,0.213375200040074
"765","Bartholomew",83779,"IN","Bartholomew, IN",86.9072201864429,33.5,39,95.9303064987918,52546,NA,0.703159502978073,0.175795843827212
"766","Benton",8748,"IN","Benton, IN",96.9250114311843,16.1,27.4,97.2319347319347,42135,NA,0.642089620484682,0.0807041609510745
"767","Blackford",11758,"IN","Blackford, IN",96.7681578499745,13.5,32.1,92.7220630372493,38813,NA,1.40763735329138,0.167460452457901
"768","Boone",67843,"IN","Boone, IN",92.5799271848238,49.3,46.8,96.3272513243084,76241,NA,1.44971478265997,0.326828117860354
"769","Brown",15092,"IN","Brown, IN",96.7797508613835,28.9,36.3,97.0108256584262,48862,NA,1.12635833554201,0.314139941690962
"770","Carroll",20257,"IN","Carroll, IN",97.2996988695266,16.7,23.5,96.1509622594351,43432,NA,1.16567112603051,0.160339635681493
"771","Cass",37689,"IN","Cass, IN",92.5017909734936,13.3,28.6,93.0895969498911,40693,NA,1.17973413993473,0.186234710392953
"772","Clark",118302,"IN","Clark, IN",87.3594698314483,21.2,41.5,94.9773755656109,45270,NA,1.31703606025257,0.218466298118375
"773","Clay",26225,"IN","Clay, IN",97.1782650142993,17,36.1,96.8509911789813,39004,NA,1.80427073403241,0.17998093422307
"774","Clinton",32399,"IN","Clinton, IN",97.1017624000741,16.3,30.7,93.642483171279,39905,NA,1.22905027932961,0.329238556745579
"775","Crawford",10577,"IN","Crawford, IN",97.0785667013331,10.3,26.4,95.7496740547588,35054,NA,2.20005672686017,0.284485203743973
"776","Daviess",33351,"IN","Daviess, IN",95.5923360618872,13.2,22.1,82.5153647457023,43998,NA,1.31291415549759,0.348805133279362
"777","Dearborn",49458,"IN","Dearborn, IN",97.282542763557,22.9,34.8,95.776364599894,49949,NA,0.985058029034736,0.212624853410975
"778","Decatur",26559,"IN","Decatur, IN",96.5322489551564,20.6,33.5,95.2477542741234,44168,NA,0.878195715200121,0.198840317783049
"779","DeKalb",43475,"IN","DeKalb, IN",97.3502012650949,18,29.6,95.1967144812809,45324,NA,1.50405980448534,0.229465209890742
"780","Delaware",114135,"IN","Delaware, IN",88.7054803522145,23.7,33,92.0805631599531,38129,NA,0.878065448810619,0.185122880799054
"781","Dubois",42736,"IN","Dubois, IN",97.0259266192437,23.7,39.1,96.0693778488131,57217,NA,1.03147229502059,0.155138524897042
"782","Elkhart",206341,"IN","Elkhart, IN",89.4703427820937,19.8,26.8,91.6060124376028,46975,NA,1.3907027687178,0.283598509263791
"783","Fayette",23102,"IN","Fayette, IN",96.4375378755086,13.3,26.7,93.5413188647746,41993,NA,0.716215046316336,0.21716734481863
"784","Floyd",78522,"IN","Floyd, IN",90.458724943328,29.6,40.6,94.5870019527904,57145,NA,1.0602378951122,0.170932986933598
"785","Fountain",16346,"IN","Fountain, IN",97.4060932338187,14.9,33,94.9096644680241,41412,NA,1.38896366083445,0.14731432766426
"786","Franklin",22758,"IN","Franklin, IN",97.6535723701555,21.1,20.9,95.4414642569356,47664,NA,1.35930222339397,0.406626241321733
"787","Fulton",19974,"IN","Fulton, IN",96.0148192650446,15.8,28,94.9096037953584,43775,NA,1.34825272854711,0.092720536697707
"788","Gibson",33659,"IN","Gibson, IN",94.3581211563029,18,31.4,94.8875562218891,46049,NA,1.46941382691108,0.200095071154817
"789","Grant",65769,"IN","Grant, IN",88.4337605862945,17.9,29.7,92.5678750189595,41491,NA,1.23790843710563,0.139229728291444
"790","Greene",31922,"IN","Greene, IN",97.8071549401667,14.9,27.4,95.4228933573273,41747,NA,0.946306622392081,0.22605099931082
"791","Hamilton",338011,"IN","Hamilton, IN",86.5667093674466,59.3,47,97.663391463323,77263,NA,1.08131688021987,0.289750925265746
"792","Hancock",78168,"IN","Hancock, IN",93.8760106437417,30.8,45.8,97.0737647877523,52134,NA,1.09645890901648,0.201988025790605
"793","Harrison",40515,"IN","Harrison, IN",97.1442675552265,18.7,36.4,95.7231132402972,43431,NA,1.64339133654202,0.202838454893249
"794","Hendricks",170311,"IN","Hendricks, IN",86.5628174339884,37,46.5,97.8700330424468,50979,NA,1.15640798304279,0.306703618674073
"795","Henry",47972,"IN","Henry, IN",95.1013090969732,16.4,34,95.7768793706294,39863,NA,0.8010506128575,0.0872800800466939
"796","Howard",82544,"IN","Howard, IN",87.4915196743555,21.6,31.4,92.971384109968,42911,NA,0.570774374878853,0.154099631711572
"797","Huntington",36520,"IN","Huntington, IN",96.684008762322,20.1,35.8,95.2855786189119,42824,NA,1.03083242059146,0.117469879518072
"798","Jackson",44231,"IN","Jackson, IN",93.8685537292849,16.7,32.3,94.299528442667,44192,NA,0.81974181004273,0.224367525039
"799","Jasper",33562,"IN","Jasper, IN",96.9966033013527,14.3,30.1,96.4812893959946,45777,NA,1.25499076336333,0.057445920982063
"800","Jay",20436,"IN","Jay, IN",97.5826972010178,11.4,26.7,90.2006361634451,39317,NA,2.41015854374633,0.140144842434919
"801","Jefferson",32308,"IN","Jefferson, IN",94.961000371425,17.9,38.1,95.2184927169094,44102,NA,0.584746811935124,0.0966014609384672
"802","Jennings",27735,"IN","Jennings, IN",96.9388858842618,12,26,95.6819866567828,41169,NA,0.999387056066342,0.26194339282495
"803","Johnson",158167,"IN","Johnson, IN",91.1707246138575,32.7,36.8,97.2840291022109,50018,NA,1.12946442683999,0.234435754613794
"804","Knox",36594,"IN","Knox, IN",94.2668196972181,16.9,36,92.3726559382897,45882,NA,0.524867464611685,0.0450620320271083
"805","Kosciusko",79456,"IN","Kosciusko, IN",95.2225130890052,23.3,28.2,93.9445752814788,48425,NA,0.897654047523157,0.126711639146194
"806","Lake",485493,"IN","Lake, IN",71.2549923479844,22.6,35.4,91.5011433559505,46736,NA,0.825581419299557,0.222963049930689
"807","LaPorte",109888,"IN","LaPorte, IN",84.8518491555038,18,37,92.0049257650038,43910,NA,0.77685461560862,0.183477722772277
"808","Lawrence",45370,"IN","Lawrence, IN",97.0443024024686,15.8,32.7,95.1653266599223,42538,NA,0.959973550804496,0.206898831827199
"809","Madison",129569,"IN","Madison, IN",88.339803502381,18.4,33.7,93.0102150853871,39428,NA,1.12895059775101,0.197037871713141
"810","Marion",964582,"IN","Marion, IN",63.5291763686239,30.9,33,90.9071377545266,54405,3889567,1.09634121308505,0.31617944353098
"811","Marshall",46258,"IN","Marshall, IN",96.4654762419473,19.7,30.1,93.7182154415164,42196,NA,0.903886895239742,0.0872497730122357
"812","Martin",10255,"IN","Martin, IN",97.7181862506095,13.7,33.2,97.2056364939097,39207,NA,2.0869819600195,0.477523159434422
"813","Miami",35516,"IN","Miami, IN",91.2180425723618,13,26.4,95.4815957681287,35970,NA,1.14452641063183,0.108824191913504
"814","Monroe",148431,"IN","Monroe, IN",85.9503742479671,45.7,40.4,92.0322163095067,43660,NA,0.370535804515229,0.166919309308702
"815","Montgomery",38338,"IN","Montgomery, IN",96.1109082372581,18.2,29.9,95.6572617344949,40979,NA,0.941624497887214,0.245787469351557
"816","Morgan",70489,"IN","Morgan, IN",97.1456539318192,17.3,34.7,96.1358223861105,45352,NA,1.07972875200386,0.20388996864759
"817","Newton",13984,"IN","Newton, IN",96.4316361556064,11.9,20.8,96.213888390454,41454,NA,2.16061212814645,0.251859267734554
"818","Noble",47744,"IN","Noble, IN",96.5210288203753,13.7,26.6,94.0741956664478,40799,NA,1.15358997989276,0.213115784182306
"819","Ohio",5875,"IN","Ohio, IN",97.6,14.7,52.6,95.9295499021526,41339,NA,1.16459574468085,0.188936170212766
"820","Orange",19646,"IN","Orange, IN",96.1315280464217,10.9,39.2,92.9982273993416,38432,NA,0.733686246564186,0.14053751399776
"821","Owen",20799,"IN","Owen, IN",97.1633251598635,13.1,28.7,97.2880583409298,41632,NA,1.62507812875619,0.571662099139382
"822","Parke",16937,"IN","Parke, IN",95.7076223652359,12,25.4,91.9101865610038,37570,NA,1.08726456869575,0.111826179370609
"823","Perry",19169,"IN","Perry, IN",95.0284313214044,16.1,38.5,95.4169402495075,38272,NA,1.69935833898482,0.413062757577338
"824","Pike",12389,"IN","Pike, IN",97.3363467592219,14.1,40.7,96.3150711639696,41827,NA,2.14246508999919,0.288723867947373
"825","Porter",170389,"IN","Porter, IN",91.8733016802728,28.4,37.4,96.0212037137499,54723,NA,0.78070180586775,0.226041587191661
"826","Posey",25427,"IN","Posey, IN",96.7790144334762,21.9,33.9,95.9133431806992,50407,NA,1.77421638415857,0.128446139929996
"827","Pulaski",12353,"IN","Pulaski, IN",96.5514449931191,12.8,31.6,96.1366724907785,45473,NA,1.39302193799077,0.0856472112037562
"828","Putnam",37576,"IN","Putnam, IN",93.035448158399,16.8,27.6,94.8238942627187,38303,NA,0.650042580370449,0.158026399829679
"829","Randolph",24665,"IN","Randolph, IN",96.9835799716197,14.3,30.9,96.5001466419005,39222,NA,1.47691060206771,0.187918102574498
"830","Ripley",28324,"IN","Ripley, IN",97.059031210281,18,32.1,94.3322416302766,43282,NA,1.13264369439345,0.3528809490185
"831","Rush",16581,"IN","Rush, IN",96.7734153549243,13.9,33.5,96.6101694915254,47445,NA,1.03015499668295,0.215970086243291
"832","Scott",23873,"IN","Scott, IN",97.1013278599254,12,29.5,93.2003121168209,38948,NA,0.640179282034097,0.0934109663636744
"833","Shelby",44729,"IN","Shelby, IN",95.9690581054797,18.7,38.1,95.8985580429782,44799,NA,0.793199043126383,0.189250821614612
"834","Spencer",20277,"IN","Spencer, IN",97.1494797060709,15.2,31.4,96.0502030269472,46393,NA,1.58228534793115,0.305419933915273
"835","St. Joseph",271826,"IN","St. Joseph, IN",79.6862698932405,29.6,40.3,92.6466546254123,48535,315313,0.813270253765276,0.179953352512269
"836","Starke",22995,"IN","Starke, IN",97.5864318330072,11.9,25,95.4848520294771,35648,NA,1.49889106327462,0.204218308327897
"837","Steuben",34594,"IN","Steuben, IN",96.7711163785628,21.8,35.2,95.631442395344,44854,NA,1.79542695265075,0.249927733132913
"838","Sullivan",20669,"IN","Sullivan, IN",93.1056171077459,12.1,30.9,94.1915227629513,36863,NA,1.27238860128695,0.174125501959456
"839","Switzerland",10751,"IN","Switzerland, IN",96.7723932657427,10.9,20.6,95.6081857898367,32174,NA,2.45549251232443,0.376430099525626
"840","Tippecanoe",195732,"IN","Tippecanoe, IN",82.6834651462203,38.7,38.6,92.3659359668775,39525,NA,0.695946498273149,0.15013385649766
"841","Tipton",15148,"IN","Tipton, IN",97.1019276472142,24.7,31.1,97.0984943538269,47392,NA,1.20775019804595,0.252508581991022
"842","Union",7054,"IN","Union, IN",96.6969095548625,18.5,32.2,94.8281969535955,40659,NA,2.3148568188262,0.531471505528778
"843","Vanderburgh",181451,"IN","Vanderburgh, IN",85.4406974885782,27,39.7,91.8790588173053,47233,203350,1.05123146193738,0.143774352304479
"844","Vermillion",15498,"IN","Vermillion, IN",97.3738546909279,14.2,31.3,95.6482593037215,38633,NA,1.13279132791328,0.176474383791457
"845","Vigo",107038,"IN","Vigo, IN",87.6072049178796,25.1,34.4,91.646425679859,39432,NA,0.67012649713186,0.129449354434874
"846","Wabash",30996,"IN","Wabash, IN",96.5092269970319,18.1,29.9,94.8841548748251,43955,NA,1.15569750935605,0.156633113950187
"847","Warren",8265,"IN","Warren, IN",97.3986690865094,19.4,32,97.5573428656539,45202,NA,1.39153055051422,0.16442831215971
"848","Warrick",62998,"IN","Warrick, IN",93.6378932664529,30.3,44.3,97.0180305131761,58539,NA,1.08984412203562,0.201863551223848
"849","Washington",28036,"IN","Washington, IN",97.8527607361963,13.4,28.1,93.5831809872029,39759,NA,0.758667427593095,0.26694250249679
"850","Wayne",65884,"IN","Wayne, IN",90.4589885252869,18.2,33.5,92.0657558925086,42857,NA,0.976155060409204,0.227005039159735
"851","Wells",28296,"IN","Wells, IN",96.8864857223636,18.2,30,95.5455547391624,42857,NA,1.80502544529262,0.21526010743568
"852","White",24102,"IN","White, IN",96.4069371836362,16.4,37.5,97.104970138678,44008,NA,1.06489088042486,0.074101734295909
"853","Whitley",33964,"IN","Whitley, IN",97.2500294429396,20.7,34.4,96.8854606316402,46555,NA,1.68696266635261,0.152190554704982
"854","Allen",12369,"KS","Allen, KS",92.5377961031611,20.3,31.5,94.6016381236039,43163,NA,1.95262349421942,0.471501333980112
"855","Anderson",7858,"KS","Anderson, KS",96.0422499363706,18.1,30.6,95.1950983553692,42046,NA,0.910282514634767,0.188343089844744
"856","Atchison",16073,"KS","Atchison, KS",90.8604492005226,22,29.7,91.9268210808996,40335,NA,1.51994027250669,0.42723822559572
"857","Barber",4427,"KS","Barber, KS",95.2112039756042,20.7,36,91.2116484659386,48489,NA,0.741359837361644,0.0411113620962277
"858","Barton",25779,"KS","Barton, KS",94.9377400209473,20.9,30.2,93.6841114457831,49460,NA,1.96431203692928,0.243027270258738
"859","Bourbon",14534,"KS","Bourbon, KS",91.8535846979496,21.7,24.9,94.7835344215756,46149,NA,3.66141461400853,0.688248245493326
"860","Brown",9564,"KS","Brown, KS",85.0062735257215,21.2,41.6,95.4287190082645,47930,NA,1.27896277708072,0.191237975742367
"861","Butler",66911,"KS","Butler, KS",92.5767063711497,29.8,32.1,94.9537595496582,48216,NA,1.23879481699571,0.190805697120055
"862","Chase",2648,"KS","Chase, KS",95.8459214501511,25.5,33.5,93.0542340627973,53882,NA,2.04947129909366,0.116691842900302
"863","Chautauqua",3250,"KS","Chautauqua, KS",88.4,15.9,31.5,92.4450549450549,43327,NA,0.756,0.155692307692308
"864","Cherokee",19939,"KS","Cherokee, KS",89.5330758814384,19.6,29.5,91.8148568545844,42872,NA,2.37012889312403,0.504889914238427
"865","Cheyenne",2657,"KS","Cheyenne, KS",96.9890854347008,28.9,34.4,95.6592956592957,54890,NA,4.19570944674445,0.196085811065111
"866","Clark",1994,"KS","Clark, KS",94.0320962888666,26.1,36.5,96.5635738831615,64457,NA,0.85506519558676,0.303410230692076
"867","Clay",8002,"KS","Clay, KS",95.663584103974,26.7,39.1,95.7882754695504,46888,NA,1.56798300424894,0.508747813046738
"868","Cloud",8786,"KS","Cloud, KS",95.0489414978375,24,34.2,94.5242613174302,41892,NA,1.62497154564079,0.329387662189847
"869","Coffey",8179,"KS","Coffey, KS",95.2928230835065,24.5,35.9,95.0348675034868,55119,NA,3.04731629783592,0.649101357134124
"870","Comanche",1700,"KS","Comanche, KS",95.8235294117647,16,35.8,99.3342210386152,46878,NA,1.87411764705882,0.342352941176471
"871","Cowley",34908,"KS","Cowley, KS",88.8907986707918,21.8,34,94.3847692421661,40042,NA,1.07092929987395,0.148504640770024
"872","Crawford",38818,"KS","Crawford, KS",91.3596784996651,29.9,33,90.9578644333944,39788,NA,1.60665155340306,0.230357050852697
"873","Decatur",2827,"KS","Decatur, KS",96.4980544747082,22.5,29.9,95.7697642163662,50635,NA,1.21860629642731,0.0891404315528829
"874","Dickinson",18466,"KS","Dickinson, KS",94.4979963175566,22.9,37.5,95.2724055113134,44101,NA,1.74017112531138,0.378912596122604
"875","Doniphan",7600,"KS","Doniphan, KS",92.5526315789474,21.1,29.5,95.2724885095207,44486,NA,1.09486842105263,0.489736842105263
"876","Douglas",122259,"KS","Douglas, KS",83.3509189507521,49.6,53.9,94.728992670871,45163,NA,0.890682894510834,0.266892416918182
"877","Edwards",2798,"KS","Edwards, KS",93.0664760543245,18.1,34.1,97.8593272171254,62707,NA,1.40278770550393,0.230879199428163
"878","Elk",2530,"KS","Elk, KS",93.596837944664,15.6,24,92.1985815602837,41529,NA,1.47509881422925,0.562450592885375
"879","Ellis",28553,"KS","Ellis, KS",94.4699331068539,36.3,36.9,95.02772002772,47758,NA,2.10755437257031,0.358806430147445
"880","Ellsworth",6102,"KS","Ellsworth, KS",91.3962635201573,19.5,41.5,95.1005025125628,48380,NA,1.13487381186496,0.042608980662078
"881","Finney",36467,"KS","Finney, KS",88.3785340170565,17.1,28.1,95.6306414250339,46823,27152,2.45517865467409,0.531494227657882
"882","Ford",33619,"KS","Ford, KS",92.2216603706238,17.7,28.3,95.283850493653,41373,NA,2.94110473244296,0.638299770962848
"883","Franklin",25544,"KS","Franklin, KS",94.4135609145005,20.4,33.8,95.769915002965,44472,NA,2.03965706232383,0.476785155026621
"884","Geary",31670,"KS","Geary, KS",69.4884748973792,23.2,36,96.1368653421634,51410,NA,1.50031575623619,0.440227344490054
"885","Gove",2636,"KS","Gove, KS",97.1168437025797,19.7,39.7,99.4248151191454,66403,NA,1.551593323217,0.237101669195751
"886","Graham",2482,"KS","Graham, KS",90.6929895245769,24.7,45.3,95.6521739130435,56940,NA,3.03988718775181,0.20668815471394
"887","Grant",7150,"KS","Grant, KS",93.6223776223776,14.9,30.9,98.2751862014896,54892,NA,2.28797202797203,0.536643356643357
"888","Gray",5988,"KS","Gray, KS",95.8416833667335,20.2,28,98.837749883775,75961,NA,1.90263861055444,0.464094856379425
"889","Greeley",1232,"KS","Greeley, KS",97.3214285714286,27.2,38.1,97.8805394990366,98916,NA,2.45941558441558,0.381493506493506
"890","Greenwood",5982,"KS","Greenwood, KS",94.5837512537613,19.9,36.7,95.124593716143,44689,NA,1.10063523905048,0.328986960882648
"891","Hamilton",2539,"KS","Hamilton, KS",92.2016541945648,18.7,23.2,96.8539325842697,69339,NA,2.19220165419456,0.356439543127215
"892","Harper",5436,"KS","Harper, KS",94.8675496688742,16.2,34.6,97.1743929359823,54894,NA,0.443156732891832,0.0912435614422369
"893","Harvey",34429,"KS","Harvey, KS",93.5461384298121,33.2,32.3,93.4913468773514,44416,NA,1.29004618199773,0.277062941125214
"894","Haskell",3968,"KS","Haskell, KS",95.2116935483871,17.1,26.3,98.1818181818182,77955,NA,0.993699596774194,0.4609375
"895","Hodgeman",1794,"KS","Hodgeman, KS",92.2519509476031,30.8,35.5,98.8265971316819,65688,NA,2.75808249721293,0.466555183946488
"896","Jackson",13171,"KS","Jackson, KS",86.0375066433832,20.2,43,96.1207685269899,43447,NA,0.906309315921342,0.215549312884367
"897","Jefferson",19043,"KS","Jefferson, KS",95.8147350732553,23.2,39.4,97.0825082508251,46234,NA,1.28566927479914,0.520821299165047
"898","Jewell",2879,"KS","Jewell, KS",97.3601945119833,19.3,34.9,95,57690,NA,2.02709274053491,0.0590482806530045
"899","Johnson",602401,"KS","Johnson, KS",86.6361443623101,56,52.8,96.716420522153,76206,NA,1.13995826700155,0.420723073168869
"900","Kearny",3838,"KS","Kearny, KS",93.7206878582595,14.7,35.7,98.4179850124896,59187,NA,2.62532569046378,0.856696195935383
"901","Kingman",7152,"KS","Kingman, KS",96.1129753914989,24.4,34.1,97.0954356846473,48512,NA,1.72371364653244,0.335570469798658
"902","Kiowa",2475,"KS","Kiowa, KS",94.5050505050505,28.1,34.2,95.2284263959391,47726,NA,1.54383838383838,0.264242424242424
"903","Labette",19618,"KS","Labette, KS",88.6532776022021,18.7,32.3,94.1413894324853,44760,NA,1.96589866449179,0.36007747986543
"904","Lane",1535,"KS","Lane, KS",94.0065146579805,23.1,32.8,96.9616908850727,85007,NA,3.46579804560261,0.490553745928339
"905","Leavenworth",81758,"KS","Leavenworth, KS",84.7525624403728,31.5,42.7,95.6371775584339,44075,NA,1.07533207759485,0.367181193277722
"906","Lincoln",2962,"KS","Lincoln, KS",96.6576637407157,22.8,33,96.3141025641026,48445,NA,2.29878460499662,0.0438892640108035
"907","Linn",9703,"KS","Linn, KS",95.6405235494177,16.2,25.1,96.3753613520125,41013,NA,1.33226837060703,0.267958363392765
"908","Logan",2794,"KS","Logan, KS",95.9198282032928,16.6,35.9,97.3113616652212,53800,NA,1.4277022190408,0.238367931281317
"909","Lyon",33195,"KS","Lyon, KS",90.1822563639102,27.5,38.5,93.9347041049451,39962,NA,2.23967464979666,0.31932519957825
"910","Marion",11884,"KS","Marion, KS",95.4392460451026,25,35.6,96.7808501857202,45681,NA,1.56428811847863,0.280040390440929
"911","Marshall",9707,"KS","Marshall, KS",96.4973730297723,18.9,47.4,96.6707466340269,46580,NA,1.46533429483878,0.387864427732564
"912","McPherson",28542,"KS","McPherson, KS",95.108962231098,28,39.2,95.5488892492298,56617,NA,1.10353163758671,0.212528904771915
"913","Meade",4033,"KS","Meade, KS",95.2640714108604,20.3,33.8,96.6844286560095,66270,NA,1.50830647160922,0.267294817753533
"914","Miami",34237,"KS","Miami, KS",95.0842655606508,29.8,33.9,96.7043241137515,50210,NA,1.07266991850922,0.298945585185618
"915","Mitchell",5979,"KS","Mitchell, KS",96.6884094330156,26.1,41.6,97.5486381322957,62780,NA,1.52567318949657,0.120923231309584
"916","Montgomery",31829,"KS","Montgomery, KS",84.5423984416727,19.5,31.3,91.2345315262228,39041,NA,1.10920858336737,0.252285651449936
"917","Morris",5620,"KS","Morris, KS",95.9964412811388,21.4,41.8,95.1754385964912,46409,NA,1.455871886121,0.29982206405694
"918","Morton",2587,"KS","Morton, KS",91.6505604947816,17.3,26.9,95.3757225433526,53296,NA,2.3726323927329,0.154232701971395
"919","Nemaha",10231,"KS","Nemaha, KS",96.5887987489004,25.4,38.5,95.907162465685,53211,NA,1.35685661225687,0.294692600918776
"920","Neosho",16007,"KS","Neosho, KS",93.9463984506778,18.1,18.4,93.7433722163309,41324,NA,2.29112263384769,0.219466483413507
"921","Ness",2750,"KS","Ness, KS",95.9636363636364,19.4,38.4,98.4239558707644,58901,NA,0.770181818181818,0.114181818181818
"922","Norton",5361,"KS","Norton, KS",93.452714045887,18.8,37.1,96.3387978142077,47838,NA,2.24995336690916,0.2758813654169
"923","Osage",15949,"KS","Osage, KS",96.024829142893,19.2,35,96.6399273497805,43460,NA,1.33569502790144,0.324785252993918
"924","Osborne",3421,"KS","Osborne, KS",95.878398129202,23.6,32.1,94.2354368932039,52889,NA,1.8833674364221,0.249926921952645
"925","Ottawa",5704,"KS","Ottawa, KS",96.2307152875175,24.5,29.4,97.8740801308258,45417,NA,1.95792426367461,0.299614305750351
"926","Pawnee",6414,"KS","Pawnee, KS",90.349236046149,19.6,39.5,97.0179738562092,46226,NA,1.85640785781104,0.461802307452448
"927","Phillips",5234,"KS","Phillips, KS",96.4654184180359,21.8,32.5,95.6822107081174,56113,NA,1.97019487963317,0.430454719144058
"928","Pottawatomie",24383,"KS","Pottawatomie, KS",94.3034081122093,33.8,27.8,97.5281673948034,55271,NA,1.50986342943854,0.267563466349506
"929","Pratt",9164,"KS","Pratt, KS",93.7909209951986,30.3,35.7,96.604600219058,53891,NA,1.72599301615015,0.287429070274989
"930","Rawlins",2530,"KS","Rawlins, KS",95.3359683794466,24.1,30.9,93.6224489795918,62147,NA,2.53794466403162,0.426482213438735
"931","Reno",61998,"KS","Reno, KS",92.6046001483919,20.9,35.3,93.3837051251299,42115,NA,0.622487822187813,0.0550340333559147
"932","Republic",4636,"KS","Republic, KS",96.5918895599655,25.5,38.6,94.7700631199279,50019,NA,2.3004745470233,0.272864538395168
"933","Rice",9537,"KS","Rice, KS",92.9013316556569,22.8,30.8,95.9663007403625,47243,NA,1.03848170284156,0.242109678095837
"934","Riley",74232,"KS","Riley, KS",83.5044185795883,45.6,28.5,92.9898074745187,42528,66263,1.05992025002694,0.333023493910982
"935","Rooks",4920,"KS","Rooks, KS",96.1178861788618,23.1,35.1,95.6341911764706,44398,NA,2.23008130081301,0.629878048780488
"936","Rush",3036,"KS","Rush, KS",96.3109354413702,23.7,37.9,97.7480647431386,52199,NA,1.33794466403162,0.151844532279315
"937","Russell",6856,"KS","Russell, KS",94.8949824970829,23.1,32.1,95.290215588723,47049,NA,2.4171528588098,0.195449241540257
"938","Saline",54224,"KS","Saline, KS",90.1150781941576,27.3,33.2,91.652625347238,50820,10079,1.75261876659782,0.29291457657126
"939","Scott",4823,"KS","Scott, KS",95.1067800124404,25.1,31.8,99.288256227758,74223,NA,2.37466307277628,0.708065519386274
"940","Sedgwick",516042,"KS","Sedgwick, KS",80.8686114696091,30.9,36.5,93.6672598857166,53577,773550,1.14274419523992,0.268776572449529
"941","Seward",21428,"KS","Seward, KS",88.6503640097069,11,30,94.0035514274006,41567,NA,3.00298674631324,0.653164084375583
"942","Shawnee",176875,"KS","Shawnee, KS",84.1973144876325,30.9,42.5,92.1886891665629,47991,NA,0.982937102473498,0.343508127208481
"943","Sheridan",2521,"KS","Sheridan, KS",97.0646568821896,22,27.8,95.9435626102293,62156,NA,3.7635858786196,0.190003966679889
"944","Sherman",5917,"KS","Sherman, KS",95.4537772519858,21.8,29.2,97.2091194968554,46588,NA,3.5083657258746,0.529322291701876
"945","Smith",3583,"KS","Smith, KS",96.1205693552889,22.3,35,96.6490299823633,53381,NA,2.44459949762769,0.281886687133687
"946","Stafford",4156,"KS","Stafford, KS",94.44177093359,25.2,33.1,97.2332015810277,55629,NA,2.12319538017324,0.290423484119346
"947","Stanton",2006,"KS","Stanton, KS",92.3728813559322,19,33.1,96.4529331514325,75841,NA,1.48205383848455,0.309571286141575
"948","Stevens",5485,"KS","Stevens, KS",94.5487693710119,13.7,21.2,95.3142227122381,49540,NA,2.44010938924339,0.514676390154968
"949","Sumner",22836,"KS","Sumner, KS",94.0357330530741,23.3,29.3,96.0067969413764,42524,NA,1.18676650902084,0.137896304081275
"950","Thomas",7777,"KS","Thomas, KS",95.2552398096953,22.6,28.9,96.6814814814815,52540,NA,2.26964124983927,0.482576829111483
"951","Trego",2803,"KS","Trego, KS",96.5750981091687,24.8,29.2,99.2748368382886,53593,NA,1.51052443810203,0.210488762040671
"952","Wabaunsee",6931,"KS","Wabaunsee, KS",95.4119174722262,24.2,33.4,97.4489795918367,52706,NA,1.61059010243832,0.331265329678257
"953","Wallace",1518,"KS","Wallace, KS",95.9156785243742,32.4,26.8,96.6981132075472,64805,NA,3.39855072463768,0.583662714097497
"954","Washington",5406,"KS","Washington, KS",96.818349981502,20.3,38.5,96.3550600343053,52141,NA,1.29393266740659,0.182759896411395
"955","Wichita",2119,"KS","Wichita, KS",94.9504483246815,20.6,36.4,94.8608137044968,86215,NA,3.28126474752242,1.02359603586597
"956","Wilson",8525,"KS","Wilson, KS",94.4516129032258,16.5,31.2,94.2887931034483,44521,NA,3.56422287390029,0.321173020527859
"957","Woodson",3138,"KS","Woodson, KS",94.8374760994264,17.2,28,93.9330543933054,42276,NA,3.26577437858509,0.465583173996176
"958","Wyandotte",165429,"KS","Wyandotte, KS",67.1375635468993,18.1,30.1,90.7780069185737,34518,NA,1.09980112314044,0.306203869938161
"959","Adair",19202,"KY","Adair, KY",94.8338714717217,15.7,25.4,92.5899383689265,32549,NA,1.83668367878346,0.367461722737215
"960","Allen",21315,"KY","Allen, KY",96.7112362186254,16.1,28.3,94.1617357001972,32881,NA,1.53492845414028,0.588881069669247
"961","Anderson",22747,"KY","Anderson, KY",95.0718776102343,20.2,41.5,96.0432482171613,40581,NA,0.875060447531543,0.224688969974063
"962","Ballard",7888,"KY","Ballard, KY",93.2302231237322,15.9,21.4,91.7781402936378,38711,NA,1.27979208924949,0.258620689655172
"963","Barren",44249,"KY","Barren, KY",92.6235621143981,16.3,31,94.394896934617,37337,NA,0.980654930054916,0.295825894370494
"964","Bath",12500,"KY","Bath, KY",96.264,14.5,35,91.7961466749534,31327,NA,1.00856,0.04128
"965","Bell",26032,"KY","Bell, KY",94.9715734480639,9.2,31.1,88.6765813253012,30649,NA,0.21269975414874,0.0233558696988322
"966","Boone",133581,"KY","Boone, KY",91.1723972720671,32.1,42,96.7955401408601,49778,3054991,0.981217388700489,0.32128072106063
